subset_id,split,selection_seed,date_bucket,image_relpath,annotation_relpath,weather,acquisition_date,capture_time,width,height,parking_space_count,labeled_space_count,unlabeled_space_count,occupied_count,vacant_count,occupancy_ratio,image_sha256,annotation_sha256,validation_status
ufpr04_balanced_v1,smoke,20260902,3,Cloudy/2013-01-22/2013-01-22_17_30_12.jpg,Cloudy/2013-01-22/2013-01-22_17_30_12.xml,Cloudy,2013-01-22,17:30:12,1280,720,28,28,0,22,6,0.785714,573bb268cc5dcc034d963d66910b4412688eb4312119e4df64550e27e86d0f9d,6d7258d61cbe0c1ddaf14271291da1b05d43ff09ba68910cb9c1844b47505360,valid
ufpr04_balanced_v1,smoke,20260902,3,Cloudy/2013-01-22/2013-01-22_17_45_13.jpg,Cloudy/2013-01-22/2013-01-22_17_45_13.xml,Cloudy,2013-01-22,17:45:13,1280,720,28,28,0,24,4,0.857143,5526ed74ce7e6a1c7bdb3cf923569655330a498409172ab2270b2d14f17398ac,3d48450178a87ccc54cbb915d22ac4537454278d31d4449b0a6784819d6fca10,valid
ufpr04_balanced_v1,smoke,20260902,3,Cloudy/2013-01-22/2013-01-22_18_45_14.jpg,Cloudy/2013-01-22/2013-01-22_18_45_14.xml,Cloudy,2013-01-22,18:45:14,1280,720,28,28,0,19,9,0.678571,9b202835c9aa2fcbac980986b83e380d1b0eaf5c97f60b29c5271f40250713d6,073635285ce974122a901391666bfafb987af4774be89ec964c8b185b3a8ef69,valid
ufpr04_balanced_v1,smoke,20260902,3,Cloudy/2013-01-22/2013-01-22_20_00_15.jpg,Cloudy/2013-01-22/2013-01-22_20_00_15.xml,Cloudy,2013-01-22,20:00:15,1280,720,28,28,0,28,0,1.000000,b56b459a78fd75531079bcb2239966e2b52ab4c4c2167270dad337a0582465f0,0b039dc1755d39cd9d29a8f5c220aeff2d7f322a7d78ba287c466568e0561175,valid
ufpr04_balanced_v1,smoke,20260902,3,Cloudy/2013-01-22/2013-01-22_21_15_16.jpg,Cloudy/2013-01-22/2013-01-22_21_15_16.xml,Cloudy,2013-01-22,21:15:16,1280,720,28,28,0,23,5,0.821429,862676ef3b86b7c5df8c8d3e67379c9d86288085c6e40fa45d4ca2d2a6d8b3d0,2d2e951e2dcc05a954fd8c029385840ce9d6ffc4eb7d9971c37ba0b602c2c9fd,valid
ufpr04_balanced_v1,smoke,20260902,1,Rainy/2012-12-26/2012-12-26_15_35_11.jpg,Rainy/2012-12-26/2012-12-26_15_35_11.xml,Rainy,2012-12-26,15:35:11,1280,720,28,28,0,0,28,0.000000,844fbd92dcfd8ef6738a3185f926e5fde2a23329ef768cb7f944e828db7b2cfc,5b32d20b8db9d150ad316af2d8aa489f031ccfb2613a7c540b431f6562218612,valid
ufpr04_balanced_v1,smoke,20260902,1,Rainy/2012-12-26/2012-12-26_16_25_12.jpg,Rainy/2012-12-26/2012-12-26_16_25_12.xml,Rainy,2012-12-26,16:25:12,1280,720,28,28,0,0,28,0.000000,f0f9dd46cfbf570cdadeb87d46ad159cfa4aa56befd5c9972b10e36a98c812a2,5b32d20b8db9d150ad316af2d8aa489f031ccfb2613a7c540b431f6562218612,valid
ufpr04_balanced_v1,smoke,20260902,1,Rainy/2012-12-26/2012-12-26_16_40_13.jpg,Rainy/2012-12-26/2012-12-26_16_40_13.xml,Rainy,2012-12-26,16:40:13,1280,720,28,28,0,0,28,0.000000,fdb0136378b385e2cc45628e518ad62fb60e8bfcab2b9bb59801df13370830e7,5b32d20b8db9d150ad316af2d8aa489f031ccfb2613a7c540b431f6562218612,valid
ufpr04_balanced_v1,smoke,20260902,1,Rainy/2012-12-26/2012-12-26_17_10_13.jpg,Rainy/2012-12-26/2012-12-26_17_10_13.xml,Rainy,2012-12-26,17:10:13,1280,720,28,28,0,0,28,0.000000,e3a15241bffbf373bf797370de1d81c372e9de66d0d8923b5d2305573d963fa8,5b32d20b8db9d150ad316af2d8aa489f031ccfb2613a7c540b431f6562218612,valid
ufpr04_balanced_v1,smoke,20260902,1,Rainy/2012-12-26/2012-12-26_17_40_14.jpg,Rainy/2012-12-26/2012-12-26_17_40_14.xml,Rainy,2012-12-26,17:40:14,1280,720,28,28,0,0,28,0.000000,22dd6601d41f39694bdd7d69632ac81c55e66ba9f404b706dc93300268e8db34,5b32d20b8db9d150ad316af2d8aa489f031ccfb2613a7c540b431f6562218612,valid
ufpr04_balanced_v1,smoke,20260902,1,Rainy/2012-12-26/2012-12-26_18_10_14.jpg,Rainy/2012-12-26/2012-12-26_18_10_14.xml,Rainy,2012-12-26,18:10:14,1280,720,28,28,0,0,28,0.000000,de2e5185f8b66e89e17f982e5768dd7998a134e6b8270212c9f8bc5190f0eaf0,5b32d20b8db9d150ad316af2d8aa489f031ccfb2613a7c540b431f6562218612,valid
ufpr04_balanced_v1,smoke,20260902,1,Rainy/2012-12-26/2012-12-26_18_25_15.jpg,Rainy/2012-12-26/2012-12-26_18_25_15.xml,Rainy,2012-12-26,18:25:15,1280,720,28,28,0,1,27,0.035714,5f88061c9499a68a12a3478f6238eff4d100124bc38b60f0189e70044721f11e,a2c0b6127637cf8b5d18a71734f74fa24c35d52d7a188482655551babd722f7b,valid
ufpr04_balanced_v1,smoke,20260902,1,Rainy/2012-12-26/2012-12-26_19_10_16.jpg,Rainy/2012-12-26/2012-12-26_19_10_16.xml,Rainy,2012-12-26,19:10:16,1280,720,28,28,0,1,27,0.035714,2c659e8dadedaf621c99844ad2538c6c8385ad930376675fd33e5071c4174624,a2c0b6127637cf8b5d18a71734f74fa24c35d52d7a188482655551babd722f7b,valid
ufpr04_balanced_v1,smoke,20260902,1,Rainy/2012-12-26/2012-12-26_19_25_16.jpg,Rainy/2012-12-26/2012-12-26_19_25_16.xml,Rainy,2012-12-26,19:25:16,1280,720,28,28,0,1,27,0.035714,d23c718c12423e43713c41bc1333beb12589e3f06c8b7ce6331549279b4be8e2,a2c0b6127637cf8b5d18a71734f74fa24c35d52d7a188482655551babd722f7b,valid
ufpr04_balanced_v1,smoke,20260902,1,Rainy/2012-12-26/2012-12-26_19_55_16.jpg,Rainy/2012-12-26/2012-12-26_19_55_16.xml,Rainy,2012-12-26,19:55:16,1280,720,28,28,0,1,27,0.035714,b26b9542c08cc6cc9e2ea47a3564858009335ef5846ca50df49ae722643b05a9,a2c0b6127637cf8b5d18a71734f74fa24c35d52d7a188482655551babd722f7b,valid
