subset_id,split,selection_seed,date_bucket,image_relpath,annotation_relpath,weather,acquisition_date,capture_time,width,height,parking_space_count,labeled_space_count,unlabeled_space_count,occupied_count,vacant_count,occupancy_ratio,image_sha256,annotation_sha256,validation_status
ufpr04_balanced_v1,calibration,20260902,2,Cloudy/2012-12-28/2012-12-28_10_35_06.jpg,Cloudy/2012-12-28/2012-12-28_10_35_06.xml,Cloudy,2012-12-28,10:35:06,1280,720,28,28,0,0,28,0.000000,314f8bf3bc2dff58312f346402fa2cbe35acae3c8e62358a227e34c7b5ebc504,30b9b06f9b231f3ee14692eec37f93cdba12d160c1a9a27b12620083e076173d,valid
ufpr04_balanced_v1,calibration,20260902,2,Cloudy/2012-12-28/2012-12-28_11_50_07.jpg,Cloudy/2012-12-28/2012-12-28_11_50_07.xml,Cloudy,2012-12-28,11:50:07,1280,720,28,28,0,0,28,0.000000,53d5ee4bb7426fdef6c889f8a8678ad63ea227de922b686a2cb8043e54f44fc6,30b9b06f9b231f3ee14692eec37f93cdba12d160c1a9a27b12620083e076173d,valid
ufpr04_balanced_v1,calibration,20260902,2,Cloudy/2012-12-28/2012-12-28_12_35_08.jpg,Cloudy/2012-12-28/2012-12-28_12_35_08.xml,Cloudy,2012-12-28,12:35:08,1280,720,28,28,0,0,28,0.000000,78d8f3bcc656834b0dda222f22b821678b219062045e77454a21ade6ee5b506e,30b9b06f9b231f3ee14692eec37f93cdba12d160c1a9a27b12620083e076173d,valid
ufpr04_balanced_v1,calibration,20260902,2,Cloudy/2012-12-28/2012-12-28_13_50_09.jpg,Cloudy/2012-12-28/2012-12-28_13_50_09.xml,Cloudy,2012-12-28,13:50:09,1280,720,28,28,0,0,28,0.000000,590a6c0678ef4c7e6e45255027bf07e2c81c605b37b745e6ba5ea83236b7fa96,30b9b06f9b231f3ee14692eec37f93cdba12d160c1a9a27b12620083e076173d,valid
ufpr04_balanced_v1,calibration,20260902,2,Cloudy/2012-12-28/2012-12-28_14_20_10.jpg,Cloudy/2012-12-28/2012-12-28_14_20_10.xml,Cloudy,2012-12-28,14:20:10,1280,720,28,28,0,0,28,0.000000,cc8e4f7d683353d59cefe640c5c2a2cade5c2183d8ef38397d4a94101c6587f2,30b9b06f9b231f3ee14692eec37f93cdba12d160c1a9a27b12620083e076173d,valid
ufpr04_balanced_v1,calibration,20260902,2,Cloudy/2012-12-28/2012-12-28_15_35_11.jpg,Cloudy/2012-12-28/2012-12-28_15_35_11.xml,Cloudy,2012-12-28,15:35:11,1280,720,28,28,0,0,28,0.000000,e16c1d20ed9f5e7670af250ce64a36971bf035fba3a3613d3c79f6edb73c1b80,30b9b06f9b231f3ee14692eec37f93cdba12d160c1a9a27b12620083e076173d,valid
ufpr04_balanced_v1,calibration,20260902,2,Cloudy/2012-12-28/2012-12-28_16_50_12.jpg,Cloudy/2012-12-28/2012-12-28_16_50_12.xml,Cloudy,2012-12-28,16:50:12,1280,720,28,28,0,1,27,0.035714,98ccfa0020c3a311ce63e442472a6a65a932e836ecf0f4dd336f81623afd614d,8cf48f8ee7d52de086b398b68f9dca8042dd1c7ba98728016f64349e229bcbb7,valid
ufpr04_balanced_v1,calibration,20260902,2,Cloudy/2012-12-28/2012-12-28_18_05_14.jpg,Cloudy/2012-12-28/2012-12-28_18_05_14.xml,Cloudy,2012-12-28,18:05:14,1280,720,28,28,0,1,27,0.035714,050c7e91095a7f7e544cb441eb478af2045f0382af3177f2efde6172b6505cb6,8cf48f8ee7d52de086b398b68f9dca8042dd1c7ba98728016f64349e229bcbb7,valid
ufpr04_balanced_v1,calibration,20260902,2,Cloudy/2012-12-28/2012-12-28_19_20_15.jpg,Cloudy/2012-12-28/2012-12-28_19_20_15.xml,Cloudy,2012-12-28,19:20:15,1280,720,28,28,0,1,27,0.035714,fa62bc606e893d30d9f657b4eba1312c39985743eb366277f863f179095af5ee,8cf48f8ee7d52de086b398b68f9dca8042dd1c7ba98728016f64349e229bcbb7,valid
ufpr04_balanced_v1,calibration,20260902,2,Cloudy/2012-12-28/2012-12-28_20_50_17.jpg,Cloudy/2012-12-28/2012-12-28_20_50_17.xml,Cloudy,2012-12-28,20:50:17,1280,720,28,28,0,0,28,0.000000,8462f72c90e261dda9fe674d9f7b5e4689b1deb14d9f9ce5ef403f1a87073e0e,30b9b06f9b231f3ee14692eec37f93cdba12d160c1a9a27b12620083e076173d,valid
ufpr04_balanced_v1,calibration,20260902,3,Rainy/2013-01-21/2013-01-21_07_40_02.jpg,Rainy/2013-01-21/2013-01-21_07_40_02.xml,Rainy,2013-01-21,07:40:02,1280,720,28,28,0,0,28,0.000000,41f6082b76f04cfc192ae669e6840146205274dbfcc93f0de7c355fd2ee4b6d9,132803bcd1b58256420ed6efd95d7c5477c2435426d90f2e8530b32844dcd206,valid
ufpr04_balanced_v1,calibration,20260902,3,Rainy/2013-01-21/2013-01-21_07_55_03.jpg,Rainy/2013-01-21/2013-01-21_07_55_03.xml,Rainy,2013-01-21,07:55:03,1280,720,28,28,0,0,28,0.000000,04b5cdaa21da307f579c249914c4c37e94b9f36d55fa7f12bdcf99ceb63f0818,132803bcd1b58256420ed6efd95d7c5477c2435426d90f2e8530b32844dcd206,valid
ufpr04_balanced_v1,calibration,20260902,3,Rainy/2013-01-21/2013-01-21_08_10_03.jpg,Rainy/2013-01-21/2013-01-21_08_10_03.xml,Rainy,2013-01-21,08:10:03,1280,720,28,28,0,3,25,0.107143,e639b52733e6a47d880d2afe30e60a37bc924feb1e34603f8aaabc991895812f,a43759f033d1aaccbd967f82358477e38122e0e6c3fc44772aabb3f4a2e89d62,valid
ufpr04_balanced_v1,calibration,20260902,3,Rainy/2013-01-21/2013-01-21_08_25_03.jpg,Rainy/2013-01-21/2013-01-21_08_25_03.xml,Rainy,2013-01-21,08:25:03,1280,720,28,28,0,25,3,0.892857,e88413a77ccf7f5408d28c9ec3b487ccbb3f205c83d393aa4cb9a5f55c670fe3,f3ca81796a6bf364d3bc88217fa6dc6249e987b28c5406f9ac687f0cfa7eae7c,valid
ufpr04_balanced_v1,calibration,20260902,3,Rainy/2013-01-21/2013-01-21_08_55_04.jpg,Rainy/2013-01-21/2013-01-21_08_55_04.xml,Rainy,2013-01-21,08:55:04,1280,720,28,28,0,28,0,1.000000,642310a5b63d7c94bfefaf2b4dc02e5b2bbfae2dd052d6e9680c349808c27c74,0b039dc1755d39cd9d29a8f5c220aeff2d7f322a7d78ba287c466568e0561175,valid
ufpr04_balanced_v1,calibration,20260902,3,Rainy/2013-01-21/2013-01-21_09_10_04.jpg,Rainy/2013-01-21/2013-01-21_09_10_04.xml,Rainy,2013-01-21,09:10:04,1280,720,28,28,0,28,0,1.000000,661703fa806cfcb5bf0c6c08367397fa0633dbe6649875ed318afeb96b6bdf32,0b039dc1755d39cd9d29a8f5c220aeff2d7f322a7d78ba287c466568e0561175,valid
ufpr04_balanced_v1,calibration,20260902,3,Rainy/2013-01-21/2013-01-21_09_25_04.jpg,Rainy/2013-01-21/2013-01-21_09_25_04.xml,Rainy,2013-01-21,09:25:04,1280,720,28,28,0,28,0,1.000000,79d886d9ac11a83704929acc47e11aada268a7cbda8c66006365e1b337927ecf,0b039dc1755d39cd9d29a8f5c220aeff2d7f322a7d78ba287c466568e0561175,valid
ufpr04_balanced_v1,calibration,20260902,3,Rainy/2013-01-21/2013-01-21_09_40_05.jpg,Rainy/2013-01-21/2013-01-21_09_40_05.xml,Rainy,2013-01-21,09:40:05,1280,720,28,28,0,28,0,1.000000,71a390f56c5972aa5662e8de1353124049ba94773d4de21983eca73d662a4e03,0b039dc1755d39cd9d29a8f5c220aeff2d7f322a7d78ba287c466568e0561175,valid
ufpr04_balanced_v1,calibration,20260902,3,Rainy/2013-01-21/2013-01-21_09_55_05.jpg,Rainy/2013-01-21/2013-01-21_09_55_05.xml,Rainy,2013-01-21,09:55:05,1280,720,28,28,0,28,0,1.000000,1624b71d860a3c6378cbb1300f77277665ebbfdf1e1b4173f2a6d85a02d51eb8,0b039dc1755d39cd9d29a8f5c220aeff2d7f322a7d78ba287c466568e0561175,valid
ufpr04_balanced_v1,calibration,20260902,3,Rainy/2013-01-21/2013-01-21_10_25_05.jpg,Rainy/2013-01-21/2013-01-21_10_25_05.xml,Rainy,2013-01-21,10:25:05,1280,720,28,28,0,28,0,1.000000,6f50263b629489416c75f971f3e03b714b0a45beffa2df09a52596f55b8761d0,0b039dc1755d39cd9d29a8f5c220aeff2d7f322a7d78ba287c466568e0561175,valid
