image_relpath,split,weather,acquisition_date,capture_time,source_labeled_space_count,source_occupied_count,source_vacant_count,source_unlabeled_space_count,official_space_count,official_occupied_count,official_available_count
Cloudy/2012-12-28/2012-12-28_11_50_07.jpg,calibration,Cloudy,2012-12-28,11:50:07,28,0,28,0,35,1,34
Cloudy/2012-12-28/2012-12-28_12_35_08.jpg,calibration,Cloudy,2012-12-28,12:35:08,28,0,28,0,35,1,34
Cloudy/2012-12-28/2012-12-28_13_50_09.jpg,calibration,Cloudy,2012-12-28,13:50:09,28,0,28,0,35,1,34
Cloudy/2012-12-28/2012-12-28_14_20_10.jpg,calibration,Cloudy,2012-12-28,14:20:10,28,0,28,0,35,0,35
Cloudy/2012-12-28/2012-12-28_15_35_11.jpg,calibration,Cloudy,2012-12-28,15:35:11,28,0,28,0,35,0,35
Cloudy/2012-12-28/2012-12-28_16_50_12.jpg,calibration,Cloudy,2012-12-28,16:50:12,28,1,27,0,35,1,34
Cloudy/2012-12-28/2012-12-28_18_05_14.jpg,calibration,Cloudy,2012-12-28,18:05:14,28,1,27,0,35,1,34
Cloudy/2012-12-28/2012-12-28_19_20_15.jpg,calibration,Cloudy,2012-12-28,19:20:15,28,1,27,0,35,1,34
Cloudy/2012-12-28/2012-12-28_20_50_17.jpg,calibration,Cloudy,2012-12-28,20:50:17,28,0,28,0,35,0,35
Rainy/2013-01-21/2013-01-21_07_40_02.jpg,calibration,Rainy,2013-01-21,07:40:02,28,0,28,0,35,1,34
Rainy/2013-01-21/2013-01-21_07_55_03.jpg,calibration,Rainy,2013-01-21,07:55:03,28,0,28,0,35,1,34
Rainy/2013-01-21/2013-01-21_08_10_03.jpg,calibration,Rainy,2013-01-21,08:10:03,28,3,25,0,35,7,28
Rainy/2013-01-21/2013-01-21_08_25_03.jpg,calibration,Rainy,2013-01-21,08:25:03,28,25,3,0,35,32,3
Rainy/2013-01-21/2013-01-21_08_55_04.jpg,calibration,Rainy,2013-01-21,08:55:04,28,28,0,0,35,35,0
Rainy/2013-01-21/2013-01-21_09_10_04.jpg,calibration,Rainy,2013-01-21,09:10:04,28,28,0,0,35,35,0
Rainy/2013-01-21/2013-01-21_09_25_04.jpg,calibration,Rainy,2013-01-21,09:25:04,28,28,0,0,35,35,0
Rainy/2013-01-21/2013-01-21_09_40_05.jpg,calibration,Rainy,2013-01-21,09:40:05,28,28,0,0,35,35,0
Rainy/2013-01-21/2013-01-21_09_55_05.jpg,calibration,Rainy,2013-01-21,09:55:05,28,28,0,0,35,35,0
Rainy/2013-01-21/2013-01-21_10_25_05.jpg,calibration,Rainy,2013-01-21,10:25:05,28,28,0,0,35,35,0
Sunny/2012-12-07/2012-12-07_17_12_25.jpg,evaluation,Sunny,2012-12-07,17:12:25,28,27,1,0,37,36,1
Sunny/2012-12-07/2012-12-07_17_27_25.jpg,evaluation,Sunny,2012-12-07,17:27:25,28,26,2,0,37,35,2
Sunny/2012-12-07/2012-12-07_17_57_26.jpg,evaluation,Sunny,2012-12-07,17:57:26,27,22,5,1,37,31,6
Sunny/2012-12-07/2012-12-07_18_27_26.jpg,evaluation,Sunny,2012-12-07,18:27:26,28,26,2,0,37,33,4
Sunny/2012-12-07/2012-12-07_18_42_26.jpg,evaluation,Sunny,2012-12-07,18:42:26,27,22,5,1,37,30,7
Sunny/2012-12-07/2012-12-07_18_57_27.jpg,evaluation,Sunny,2012-12-07,18:57:27,28,18,10,0,37,25,12
Sunny/2012-12-07/2012-12-07_19_27_27.jpg,evaluation,Sunny,2012-12-07,19:27:27,27,17,10,1,37,24,13
Sunny/2012-12-07/2012-12-07_19_42_28.jpg,evaluation,Sunny,2012-12-07,19:42:28,28,17,11,0,37,25,12
Sunny/2012-12-07/2012-12-07_20_12_28.jpg,evaluation,Sunny,2012-12-07,20:12:28,28,18,10,0,37,24,13
Sunny/2012-12-07/2012-12-07_20_42_29.jpg,evaluation,Sunny,2012-12-07,20:42:29,28,17,11,0,37,22,15
Cloudy/2012-12-22/2012-12-22_09_55_05.jpg,evaluation,Cloudy,2012-12-22,09:55:05,28,0,28,0,37,0,37
Cloudy/2012-12-22/2012-12-22_10_40_06.jpg,evaluation,Cloudy,2012-12-22,10:40:06,28,1,27,0,37,1,36
Cloudy/2012-12-22/2012-12-22_12_25_08.jpg,evaluation,Cloudy,2012-12-22,12:25:08,28,1,27,0,37,1,36
Cloudy/2012-12-22/2012-12-22_13_40_09.jpg,evaluation,Cloudy,2012-12-22,13:40:09,28,1,27,0,37,1,36
Cloudy/2012-12-22/2012-12-22_14_40_10.jpg,evaluation,Cloudy,2012-12-22,14:40:10,28,0,28,0,37,0,37
Cloudy/2012-12-22/2012-12-22_15_25_11.jpg,evaluation,Cloudy,2012-12-22,15:25:11,28,0,28,0,37,0,37
Cloudy/2012-12-22/2012-12-22_16_10_12.jpg,evaluation,Cloudy,2012-12-22,16:10:12,28,0,28,0,37,0,37
Cloudy/2012-12-22/2012-12-22_17_40_14.jpg,evaluation,Cloudy,2012-12-22,17:40:14,28,0,28,0,37,0,37
Cloudy/2012-12-22/2012-12-22_18_55_16.jpg,evaluation,Cloudy,2012-12-22,18:55:16,28,0,28,0,37,0,37
Cloudy/2012-12-22/2012-12-22_20_25_17.jpg,evaluation,Cloudy,2012-12-22,20:25:17,28,0,28,0,37,0,37
Rainy/2013-01-17/2013-01-17_07_50_03.jpg,evaluation,Rainy,2013-01-17,07:50:03,28,0,28,0,35,0,35
Rainy/2013-01-17/2013-01-17_08_05_03.jpg,evaluation,Rainy,2013-01-17,08:05:03,28,0,28,0,35,0,35
Rainy/2013-01-17/2013-01-17_08_20_04.jpg,evaluation,Rainy,2013-01-17,08:20:04,28,0,28,0,35,0,35
Rainy/2013-01-17/2013-01-17_08_35_04.jpg,evaluation,Rainy,2013-01-17,08:35:04,28,1,27,0,35,1,34
Rainy/2013-01-17/2013-01-17_08_50_04.jpg,evaluation,Rainy,2013-01-17,08:50:04,28,2,26,0,35,3,32
Rainy/2013-01-17/2013-01-17_09_20_05.jpg,evaluation,Rainy,2013-01-17,09:20:05,26,5,21,2,35,7,28
Rainy/2013-01-17/2013-01-17_09_35_05.jpg,evaluation,Rainy,2013-01-17,09:35:05,27,7,20,1,35,10,25
Rainy/2013-01-17/2013-01-17_09_50_05.jpg,evaluation,Rainy,2013-01-17,09:50:05,28,6,22,0,35,10,25
Rainy/2013-01-17/2013-01-17_10_05_06.jpg,evaluation,Rainy,2013-01-17,10:05:06,28,7,21,0,35,11,24
Rainy/2013-01-17/2013-01-17_10_20_06.jpg,evaluation,Rainy,2013-01-17,10:20:06,26,8,18,2,35,12,23
