image_relpath,annotation_relpath,weather,acquisition_date,capture_time,width,height,parking_space_count,labeled_space_count,unlabeled_space_count,occupied_count,vacant_count,occupancy_ratio,image_sha256,annotation_sha256,validation_status
Cloudy/2012-12-12/2012-12-12_11_00_06.jpg,Cloudy/2012-12-12/2012-12-12_11_00_06.xml,Cloudy,2012-12-12,11:00:06,1280,720,28,28,0,28,0,1.000000,49c5fa28a220576cbb86925666cae624380e00f1e1ccf83b069cae20862a9e71,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-12/2012-12-12_11_05_06.jpg,Cloudy/2012-12-12/2012-12-12_11_05_06.xml,Cloudy,2012-12-12,11:05:06,1280,720,28,28,0,28,0,1.000000,d133eb9d61e89bee414b7c9eca9e98b90650b8248c2b6092e02829901b952fb2,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-12/2012-12-12_11_10_06.jpg,Cloudy/2012-12-12/2012-12-12_11_10_06.xml,Cloudy,2012-12-12,11:10:06,1280,720,28,28,0,28,0,1.000000,a7ca7d102284281c8dc553f94458d3c87eb4e194bf2bcc749611a758ea6e802a,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-12/2012-12-12_11_15_06.jpg,Cloudy/2012-12-12/2012-12-12_11_15_06.xml,Cloudy,2012-12-12,11:15:06,1280,720,28,28,0,28,0,1.000000,a53a766aa8b779f37085ebaf98e823c82728f0153ed9f4fe81b7fb9566fffae2,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-12/2012-12-12_11_20_06.jpg,Cloudy/2012-12-12/2012-12-12_11_20_06.xml,Cloudy,2012-12-12,11:20:06,1280,720,28,28,0,27,1,0.964286,45a56781230c4b13961f452d3712c5002d4669ab772331dacc568ba7bc751267,95b40299d06d6cce59cde27064119a1ea82b75e0453d4987a65dcf7266685dcd,valid
Cloudy/2012-12-12/2012-12-12_11_25_06.jpg,Cloudy/2012-12-12/2012-12-12_11_25_06.xml,Cloudy,2012-12-12,11:25:06,1280,720,28,28,0,28,0,1.000000,23a6456f1a6c6b981c3568f4718507b4eeefb9d2c5214834a7c0a4575e742ead,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-12/2012-12-12_11_30_07.jpg,Cloudy/2012-12-12/2012-12-12_11_30_07.xml,Cloudy,2012-12-12,11:30:07,1280,720,28,28,0,27,1,0.964286,6121e8b8a16919deb0dbf1e994d22012d3d603af9c123568e4830e5985203fe7,95b40299d06d6cce59cde27064119a1ea82b75e0453d4987a65dcf7266685dcd,valid
Cloudy/2012-12-12/2012-12-12_11_35_07.jpg,Cloudy/2012-12-12/2012-12-12_11_35_07.xml,Cloudy,2012-12-12,11:35:07,1280,720,28,28,0,28,0,1.000000,b7171e3c3291d096925ec357d0caf94c7cc363a6f837743b830882c46e588138,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-12/2012-12-12_11_40_07.jpg,Cloudy/2012-12-12/2012-12-12_11_40_07.xml,Cloudy,2012-12-12,11:40:07,1280,720,28,28,0,28,0,1.000000,d2038d8aab63574ed947cda58d9712435b947d7cc6f4b2e38db21c8e81818ec6,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-12/2012-12-12_11_45_07.jpg,Cloudy/2012-12-12/2012-12-12_11_45_07.xml,Cloudy,2012-12-12,11:45:07,1280,720,28,27,1,27,0,1.000000,59371ba54d21c4fca068da2aede6ebafb81b679d1c0e1a27f863b5295ececd88,85537ebb8a94c7f136b99dca4edfb6d5cf59f6f3ee8c462b1fe3f9065590897a,valid
Cloudy/2012-12-12/2012-12-12_11_50_07.jpg,Cloudy/2012-12-12/2012-12-12_11_50_07.xml,Cloudy,2012-12-12,11:50:07,1280,720,28,27,1,27,0,1.000000,b936e691d95aeb4b0cb90ae6c810bbcd80e875f059151b72d3231ed013a3a4c3,85537ebb8a94c7f136b99dca4edfb6d5cf59f6f3ee8c462b1fe3f9065590897a,valid
Cloudy/2012-12-12/2012-12-12_11_55_07.jpg,Cloudy/2012-12-12/2012-12-12_11_55_07.xml,Cloudy,2012-12-12,11:55:07,1280,720,28,28,0,28,0,1.000000,b40145b38c1c4f711331a9294a52d0dfe0eeb477b6ecb52f786568d730538b1d,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-12/2012-12-12_12_00_07.jpg,Cloudy/2012-12-12/2012-12-12_12_00_07.xml,Cloudy,2012-12-12,12:00:07,1280,720,28,28,0,28,0,1.000000,4cbf358a92c5bef2aa20ae3cfbf875558146f75475e53cd9f56890c106ce2258,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-12/2012-12-12_12_05_07.jpg,Cloudy/2012-12-12/2012-12-12_12_05_07.xml,Cloudy,2012-12-12,12:05:07,1280,720,28,28,0,28,0,1.000000,46740ab8d798a9d0e7a4adccc17551e530d099db60bba62ecdfcadeaddf2cf63,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-14/2012-12-14_09_15_04.jpg,Cloudy/2012-12-14/2012-12-14_09_15_04.xml,Cloudy,2012-12-14,09:15:04,1280,720,28,28,0,28,0,1.000000,96424ad57b8bcfc79f357fea42f316bc61a5a44eb2b991459b614203c85b55a0,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-14/2012-12-14_09_20_04.jpg,Cloudy/2012-12-14/2012-12-14_09_20_04.xml,Cloudy,2012-12-14,09:20:04,1280,720,28,28,0,28,0,1.000000,5d80c7a27f839b19e953510c3373fd1a64e4301ea8fab6b88c21b902e88ed5d6,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-14/2012-12-14_09_25_04.jpg,Cloudy/2012-12-14/2012-12-14_09_25_04.xml,Cloudy,2012-12-14,09:25:04,1280,720,28,28,0,28,0,1.000000,185a59dbd27836206e856974bcb4c01b3f834fb225d1966ffd01b15dd815fe4b,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-14/2012-12-14_09_30_05.jpg,Cloudy/2012-12-14/2012-12-14_09_30_05.xml,Cloudy,2012-12-14,09:30:05,1280,720,28,28,0,28,0,1.000000,2928b873578e055414c853927d46c1546ffe96582c4b5892fea67730ce9134f1,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-14/2012-12-14_09_35_05.jpg,Cloudy/2012-12-14/2012-12-14_09_35_05.xml,Cloudy,2012-12-14,09:35:05,1280,720,28,28,0,28,0,1.000000,3a24cf9fc87d097efac36805c85435eee48feaf3dc52c590333674e1eb9dca73,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-14/2012-12-14_09_40_05.jpg,Cloudy/2012-12-14/2012-12-14_09_40_05.xml,Cloudy,2012-12-14,09:40:05,1280,720,28,28,0,28,0,1.000000,6f0ce4565c9eb65cf2aaf37bdb75a1081660097b8f087996686672c8b8e20ee8,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-14/2012-12-14_09_45_05.jpg,Cloudy/2012-12-14/2012-12-14_09_45_05.xml,Cloudy,2012-12-14,09:45:05,1280,720,28,28,0,28,0,1.000000,25abad31ba397a2dc7214b0f39dfab0454d587dcfed1bdb4160f71ac185cbd04,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-14/2012-12-14_09_50_05.jpg,Cloudy/2012-12-14/2012-12-14_09_50_05.xml,Cloudy,2012-12-14,09:50:05,1280,720,28,28,0,28,0,1.000000,9a6c2152e8f0095057b3e163a3352303c3802384c603ac5a3e1a32c6db16553d,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-14/2012-12-14_09_55_05.jpg,Cloudy/2012-12-14/2012-12-14_09_55_05.xml,Cloudy,2012-12-14,09:55:05,1280,720,28,28,0,28,0,1.000000,5cf10f1bfeccdb2135d006069f0717206c7309aadf5aed57cf8e0099288234e1,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-14/2012-12-14_10_00_05.jpg,Cloudy/2012-12-14/2012-12-14_10_00_05.xml,Cloudy,2012-12-14,10:00:05,1280,720,28,28,0,28,0,1.000000,fe19987f0671ee14589b4908293d65755e294e630a5547ffc86dc20d9c42ed2f,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-14/2012-12-14_10_05_06.jpg,Cloudy/2012-12-14/2012-12-14_10_05_06.xml,Cloudy,2012-12-14,10:05:06,1280,720,28,28,0,28,0,1.000000,a678b700d6e6d8507bc178359ea7f3681f01440463e332c4fd24a73391026ef8,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-14/2012-12-14_10_10_06.jpg,Cloudy/2012-12-14/2012-12-14_10_10_06.xml,Cloudy,2012-12-14,10:10:06,1280,720,28,28,0,28,0,1.000000,f68259efffa9a764c106021f3c67d062a78ff2e9206fe097cb258eb0db98b41c,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-14/2012-12-14_10_15_06.jpg,Cloudy/2012-12-14/2012-12-14_10_15_06.xml,Cloudy,2012-12-14,10:15:06,1280,720,28,28,0,28,0,1.000000,68d37c29cea1006ebafc922fd2eaba33f19687548231cb2b23d6821006695830,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-14/2012-12-14_10_20_06.jpg,Cloudy/2012-12-14/2012-12-14_10_20_06.xml,Cloudy,2012-12-14,10:20:06,1280,720,28,28,0,28,0,1.000000,76f01588b17e3014b56c6e3e7d23ac35b951c76829f39b57672cffdcfd7b159e,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-14/2012-12-14_10_25_06.jpg,Cloudy/2012-12-14/2012-12-14_10_25_06.xml,Cloudy,2012-12-14,10:25:06,1280,720,28,28,0,28,0,1.000000,25c98ab593cba0da94e9fc57eb06fdf2c3720278d2add16676362e2bd19bacf7,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-14/2012-12-14_10_30_06.jpg,Cloudy/2012-12-14/2012-12-14_10_30_06.xml,Cloudy,2012-12-14,10:30:06,1280,720,28,28,0,28,0,1.000000,fd0e5a1b3c5de5ffb8c25bc885ed2b490af9bcf94188025c82f59cd2d292866d,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-14/2012-12-14_10_35_06.jpg,Cloudy/2012-12-14/2012-12-14_10_35_06.xml,Cloudy,2012-12-14,10:35:06,1280,720,28,28,0,28,0,1.000000,8238ac8aa17b4815401225406c879fab5dd1243cb0a4b2c39aa521d2772d8243,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-14/2012-12-14_10_40_06.jpg,Cloudy/2012-12-14/2012-12-14_10_40_06.xml,Cloudy,2012-12-14,10:40:06,1280,720,28,28,0,28,0,1.000000,9c1ebb7e02134915a27436c18d675913d724c0a24ba7b081c334a5a7c405d927,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-14/2012-12-14_10_45_06.jpg,Cloudy/2012-12-14/2012-12-14_10_45_06.xml,Cloudy,2012-12-14,10:45:06,1280,720,28,28,0,28,0,1.000000,3f88103fe7400e9b84fae2076e00d96fba1385c9cdcb6284cf8b4c1b2731f4dc,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-14/2012-12-14_10_50_06.jpg,Cloudy/2012-12-14/2012-12-14_10_50_06.xml,Cloudy,2012-12-14,10:50:06,1280,720,28,28,0,28,0,1.000000,607063eee867e8113bdf3aa13e7b0f9559a4753bf1de0ad3d234807f0b0f7b1b,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-14/2012-12-14_10_55_06.jpg,Cloudy/2012-12-14/2012-12-14_10_55_06.xml,Cloudy,2012-12-14,10:55:06,1280,720,28,28,0,28,0,1.000000,dfb8f2b10a7ffde5c0b3a5702ac693f010395449428ea5eeb34918f6c4cc2fbd,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-14/2012-12-14_11_00_07.jpg,Cloudy/2012-12-14/2012-12-14_11_00_07.xml,Cloudy,2012-12-14,11:00:07,1280,720,28,27,1,26,1,0.962963,834adee5d3cb9b2b5dd626bc11821384cb435e325f90eaef937263723c02bc9e,58830378f157642d5ac17ffdfd91b20d45c20fd91f0e15a42eed478e2559ce0e,valid
Cloudy/2012-12-14/2012-12-14_11_05_07.jpg,Cloudy/2012-12-14/2012-12-14_11_05_07.xml,Cloudy,2012-12-14,11:05:07,1280,720,28,27,1,26,1,0.962963,82eafa5a665d96d2b8e2d3b71179a4245fdc297bddda9b87059c9f617441b726,58830378f157642d5ac17ffdfd91b20d45c20fd91f0e15a42eed478e2559ce0e,valid
Cloudy/2012-12-14/2012-12-14_11_10_07.jpg,Cloudy/2012-12-14/2012-12-14_11_10_07.xml,Cloudy,2012-12-14,11:10:07,1280,720,28,28,0,28,0,1.000000,19fa8f26f32d0f54f5fb2c8a5f26705edc78e076a3b67bbb2a51ff0ead3215b4,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-14/2012-12-14_11_15_07.jpg,Cloudy/2012-12-14/2012-12-14_11_15_07.xml,Cloudy,2012-12-14,11:15:07,1280,720,28,28,0,28,0,1.000000,b914b06c87deb4c54ffa99944df2f94d5be67d5db7eed1152147c737ae1ba7a8,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-14/2012-12-14_11_20_07.jpg,Cloudy/2012-12-14/2012-12-14_11_20_07.xml,Cloudy,2012-12-14,11:20:07,1280,720,28,28,0,27,1,0.964286,876e83be80317f29bb15688ae989b13cb2cba23fbd89f809dfabae4ea6d6fa66,8fa4eb8b2ab8dbced16d8b7fa592d79b0995f514dd1bca495f805463b5a204c2,valid
Cloudy/2012-12-14/2012-12-14_11_25_07.jpg,Cloudy/2012-12-14/2012-12-14_11_25_07.xml,Cloudy,2012-12-14,11:25:07,1280,720,28,28,0,27,1,0.964286,b5754c577db6b3cf0233afb7f1cab346a3b018189c150e0da369c3151e253259,8fa4eb8b2ab8dbced16d8b7fa592d79b0995f514dd1bca495f805463b5a204c2,valid
Cloudy/2012-12-14/2012-12-14_11_30_07.jpg,Cloudy/2012-12-14/2012-12-14_11_30_07.xml,Cloudy,2012-12-14,11:30:07,1280,720,28,28,0,27,1,0.964286,e10999982480b23b0548a767b25c8d9915dceba2416e2a05f3052ae8fad04788,8fa4eb8b2ab8dbced16d8b7fa592d79b0995f514dd1bca495f805463b5a204c2,valid
Cloudy/2012-12-14/2012-12-14_11_35_07.jpg,Cloudy/2012-12-14/2012-12-14_11_35_07.xml,Cloudy,2012-12-14,11:35:07,1280,720,28,28,0,28,0,1.000000,0e843cec46e20b4d75dab0448f8d49bc907a5ca36fc4197219ed5e5144977c86,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-14/2012-12-14_11_40_07.jpg,Cloudy/2012-12-14/2012-12-14_11_40_07.xml,Cloudy,2012-12-14,11:40:07,1280,720,28,28,0,28,0,1.000000,a12e77c7e0063159bfcd39ae9df235593a07205aa6838e32b985089b141437f7,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
Cloudy/2012-12-14/2012-12-14_11_45_07.jpg,Cloudy/2012-12-14/2012-12-14_11_45_07.xml,Cloudy,2012-12-14,11:45:07,1280,720,28,28,0,25,3,0.892857,1a166af3216106bfd280e1ee8f767bad712d6d009c8be4e8d76b24745e1cf262,3a477a5ee953d7ad1aad6e6b8fd04fcc2bfc22ba3a929191a7fca5bc76049803,valid
Cloudy/2012-12-14/2012-12-14_11_50_08.jpg,Cloudy/2012-12-14/2012-12-14_11_50_08.xml,Cloudy,2012-12-14,11:50:08,1280,720,28,28,0,25,3,0.892857,9a1afb3f6a037dfd9b20cee759be1bd93083802726fabcdfb80fdcef8a1dc8cb,3a477a5ee953d7ad1aad6e6b8fd04fcc2bfc22ba3a929191a7fca5bc76049803,valid
Cloudy/2012-12-14/2012-12-14_11_55_08.jpg,Cloudy/2012-12-14/2012-12-14_11_55_08.xml,Cloudy,2012-12-14,11:55:08,1280,720,28,28,0,27,1,0.964286,f06efe560e7ab3b5192df577bbca44f8e2465dfae6adef537a72a1100b0105bd,763d4754d8d6e34fd32e9a140e653de42e4c411f0ccf186aa8c90c1d74dca9be,valid
Cloudy/2012-12-14/2012-12-14_12_00_08.jpg,Cloudy/2012-12-14/2012-12-14_12_00_08.xml,Cloudy,2012-12-14,12:00:08,1280,720,28,28,0,25,3,0.892857,da1967865401ac7fd6b9baa9c32a3f8a5868d301461f96326a3c71193cd88869,13e9675ab57f2a1ec71300196bba52ee0154df314141fc04ded6827da345ea0b,valid
Cloudy/2012-12-14/2012-12-14_12_05_08.jpg,Cloudy/2012-12-14/2012-12-14_12_05_08.xml,Cloudy,2012-12-14,12:05:08,1280,720,28,28,0,25,3,0.892857,67cadc61e252439e1278f79452dd8fb0be0931087b3b9f94e5e9de3cd63bbf72,8dc37ebdbd86cd55c69ffabff5d0a02b0721de36a9dba9956ad4a4fa7d4dafca,valid
Cloudy/2012-12-14/2012-12-14_12_10_08.jpg,Cloudy/2012-12-14/2012-12-14_12_10_08.xml,Cloudy,2012-12-14,12:10:08,1280,720,28,28,0,26,2,0.928571,69ca055661d923e39a2b4b2bb88472b0796ce648f3ab707767c170af5ef7e1c4,2091d675851f0b38b1e27e5c2e0c03e7f988ef50b866d56e431d945bbb1617fe,valid
Cloudy/2012-12-14/2012-12-14_12_15_08.jpg,Cloudy/2012-12-14/2012-12-14_12_15_08.xml,Cloudy,2012-12-14,12:15:08,1280,720,28,28,0,26,2,0.928571,5f47baa4d18699f122c5c72df213afb5b09ee606756ebc08c36871534175aa6b,4b1caaa91529a47e38a71d99c64207ae572b5a6bdb44768898a8fb1057759948,valid
Cloudy/2012-12-14/2012-12-14_12_20_08.jpg,Cloudy/2012-12-14/2012-12-14_12_20_08.xml,Cloudy,2012-12-14,12:20:08,1280,720,28,28,0,26,2,0.928571,aa1fdf48f0754d541b58ef45bb13f46054d89c62425c9f679aee80ef8d8d6212,4b1caaa91529a47e38a71d99c64207ae572b5a6bdb44768898a8fb1057759948,valid
Cloudy/2012-12-14/2012-12-14_12_25_08.jpg,Cloudy/2012-12-14/2012-12-14_12_25_08.xml,Cloudy,2012-12-14,12:25:08,1280,720,28,28,0,27,1,0.964286,5aa578104676a5d5b6521c75f360c76c882f74885470c29b895ef23b81a3f3ad,4bb84a18fcfa8b8d6155c6553fa7ea879b5ddd2ad90d51ef934197d86e66f44a,valid
Cloudy/2012-12-14/2012-12-14_12_30_08.jpg,Cloudy/2012-12-14/2012-12-14_12_30_08.xml,Cloudy,2012-12-14,12:30:08,1280,720,28,28,0,26,2,0.928571,f0782601d9207e81101d9e35da39e002af3d80e7bafebf7e520884f7a760514f,1f672e0271ec2a7a81e6fe132298222470f5dfd8331de3bd689a7cfbb1a1bc0f,valid
Cloudy/2012-12-14/2012-12-14_12_35_08.jpg,Cloudy/2012-12-14/2012-12-14_12_35_08.xml,Cloudy,2012-12-14,12:35:08,1280,720,28,28,0,24,4,0.857143,37cfcdef3ab2a2c6f64e7eb128a05968b2a14f649fe43fff0ce4d803ca523ff8,708d61730408e7076e8830e3dd4511a7e31eb0010164f73473ad22cc2f147cf3,valid
Cloudy/2012-12-14/2012-12-14_12_40_08.jpg,Cloudy/2012-12-14/2012-12-14_12_40_08.xml,Cloudy,2012-12-14,12:40:08,1280,720,28,28,0,22,6,0.785714,4a5359d4b8d4fcf72e2c11ec57b7f3d083c791c3024bf7987fd89d51e1213aa8,496287046219a4133922e6aa2f315dced63c47afabaa180c4e3d3e0de1e36c53,valid
Cloudy/2012-12-14/2012-12-14_12_45_09.jpg,Cloudy/2012-12-14/2012-12-14_12_45_09.xml,Cloudy,2012-12-14,12:45:09,1280,720,28,28,0,23,5,0.821429,43965b03965b8a3e6f19882046eca22228cf58bcdf5b1021951225165e938240,a59749ac53371a4a26bf97f81b0eec0235e895cec32ae89b72e4894126ab8ae5,valid
Cloudy/2012-12-14/2012-12-14_12_50_09.jpg,Cloudy/2012-12-14/2012-12-14_12_50_09.xml,Cloudy,2012-12-14,12:50:09,1280,720,28,28,0,24,4,0.857143,9264337f4fe358a241b280759ee2107630da61f0dd79e7a0df81806d20d26504,f0c289343d21b94e437244589775c44069c37776d0c5ce555759cdae3a6180fa,valid
Cloudy/2012-12-14/2012-12-14_12_55_09.jpg,Cloudy/2012-12-14/2012-12-14_12_55_09.xml,Cloudy,2012-12-14,12:55:09,1280,720,28,28,0,24,4,0.857143,58671bd934defd3aa5087159e4e7a956d6af7aff8e9c719cb483aa177d606414,f0c289343d21b94e437244589775c44069c37776d0c5ce555759cdae3a6180fa,valid
Cloudy/2012-12-14/2012-12-14_13_00_09.jpg,Cloudy/2012-12-14/2012-12-14_13_00_09.xml,Cloudy,2012-12-14,13:00:09,1280,720,28,28,0,23,5,0.821429,384ee08d5ef6eb80ec4f66218deac346e57118c06469a00daefff32839595c56,917e85dc5546dbc18df6e3e32f832d3c6367b25e0213b96b851eb3edf5710307,valid
Cloudy/2012-12-14/2012-12-14_13_05_09.jpg,Cloudy/2012-12-14/2012-12-14_13_05_09.xml,Cloudy,2012-12-14,13:05:09,1280,720,28,28,0,21,7,0.750000,3b4434eebe30d71a0cb3cd19153c43b5977df1128d90eac9d7271f45e51c4174,03b4993bdfdf21ebb9a1c889c9fa82043ba8bccad0eefd0da8e89775c73790a1,valid
Cloudy/2012-12-14/2012-12-14_13_10_09.jpg,Cloudy/2012-12-14/2012-12-14_13_10_09.xml,Cloudy,2012-12-14,13:10:09,1280,720,28,28,0,21,7,0.750000,374224e45d7320c247e29ab5b62804176a31853b117d768652769a37b19fab2f,a76a8be489129d86a1198a30b6826bbaae34ac6a93c54de5de7fd750024ecd75,valid
